HKWP 2019 1 4 5 0 0.5
HKWP 2019 1 15 4 0 0.5
HKWP 2019 1 15 5 0 0.5
HKWP 2019 1 15 6 0 2
HKWP 2019 1 15 7 0 1
HKWP 2019 1 15 8 0 1
HKWP 2019 1 15 9 0 1
HKWP 2019 2 18 13 0 0.5
HKWP 2019 2 18 14 0 12.5
HKWP 2019 2 18 15 0 4.5
HKWP 2019 2 18 16 0 3.5
HKWP 2019 2 18 17 0 1.5
HKWP 2019 2 19 7 0 1
HKWP 2019 2 19 8 0 1.5
HKWP 2019 2 19 9 0 3.5
HKWP 2019 2 19 10 0 3
HKWP 2019 2 19 11 0 5.5
HKWP 2019 2 19 14 0 0.5
HKWP 2019 2 22 4 0 1
HKWP 2019 2 23 13 0 0.5
HKWP 2019 2 23 14 0 0.5
HKWP 2019 2 23 20 0 1.5
HKWP 2019 2 23 21 0 2.5
HKWP 2019 2 24 6 0 0.5
HKWP 2019 2 24 7 0 1
HKWP 2019 2 25 14 0 0.5
HKWP 2019 3 3 8 0 9.5
HKWP 2019 3 3 9 0 0.5
HKWP 2019 3 3 12 0 0.5
HKWP 2019 3 4 23 0 1
HKWP 2019 3 4 0 0 8
HKWP 2019 3 5 1 0 9
HKWP 2019 3 5 2 0 5.5
HKWP 2019 3 5 3 0 8.5
HKWP 2019 3 5 4 0 6
HKWP 2019 3 5 5 0 0.5
HKWP 2019 3 6 11 0 0.5
HKWP 2019 3 6 13 0 2.5
HKWP 2019 3 6 14 0 5
HKWP 2019 3 6 15 0 0.5
HKWP 2019 3 6 16 0 1
HKWP 2019 3 7 3 0 1
HKWP 2019 3 7 5 0 1
HKWP 2019 3 7 7 0 0.5
HKWP 2019 3 7 9 0 0.5
HKWP 2019 3 7 10 0 3
HKWP 2019 3 7 12 0 4
HKWP 2019 3 7 13 0 3
HKWP 2019 3 7 14 0 2
HKWP 2019 3 7 15 0 1.5
HKWP 2019 3 7 16 0 2.5
HKWP 2019 3 7 17 0 1
HKWP 2019 3 7 18 0 0.5
HKWP 2019 3 7 19 0 0.5
HKWP 2019 3 7 22 0 2
HKWP 2019 3 7 23 0 5.5
HKWP 2019 3 7 0 0 1
HKWP 2019 3 8 2 0 1
HKWP 2019 3 8 4 0 1.5
HKWP 2019 3 8 5 0 1.5
HKWP 2019 3 9 11 0 0.5
HKWP 2019 3 9 18 0 4.5
HKWP 2019 3 9 19 0 5.5
HKWP 2019 3 9 20 0 1
HKWP 2019 3 10 9 0 2
HKWP 2019 3 10 10 0 2
HKWP 2019 3 10 12 0 1
HKWP 2019 3 10 13 0 0.5
HKWP 2019 3 11 3 0 2
HKWP 2019 3 11 4 0 1
HKWP 2019 3 14 9 0 0.5
HKWP 2019 3 14 17 0 3.5
HKWP 2019 3 14 18 0 2
HKWP 2019 3 14 19 0 0.5
HKWP 2019 3 14 22 0 1
HKWP 2019 3 15 1 0 0.5
HKWP 2019 3 15 2 0 1
HKWP 2019 3 15 4 0 0.5
HKWP 2019 3 23 16 0 0.5
HKWP 2019 3 23 18 0 1
HKWP 2019 3 23 23 0 0.5
HKWP 2019 3 24 5 0 0.5
HKWP 2019 3 24 7 0 0.5
HKWP 2019 3 24 0 0 0.5
HKWP 2019 3 25 8 0 0.5
HKWP 2019 3 25 9 0 0.5
HKWP 2019 3 29 18 0 0.5
HKWP 2019 3 29 19 0 0.5
HKWP 2019 4 11 22 0 1.5
HKWP 2019 4 11 23 0 10.5
HKWP 2019 4 12 12 0 1.5
HKWP 2019 4 12 13 0 5.5
HKWP 2019 4 12 14 0 2.5
HKWP 2019 4 12 15 0 5.5
HKWP 2019 4 12 16 0 0.5
HKWP 2019 4 14 14 0 4
HKWP 2019 4 14 15 0 3
HKWP 2019 4 14 16 0 1
HKWP 2019 4 14 19 0 2.5
HKWP 2019 4 14 20 0 3
HKWP 2019 4 14 21 0 0.5
HKWP 2019 4 14 22 0 0.5
HKWP 2019 4 16 3 0 0.5
HKWP 2019 4 16 10 0 2
HKWP 2019 4 16 11 0 3
HKWP 2019 4 16 12 0 5.5
HKWP 2019 4 16 13 0 1
HKWP 2019 4 16 14 0 0.5
HKWP 2019 4 18 19 0 4
HKWP 2019 4 18 21 0 0.5
HKWP 2019 4 18 22 0 3
HKWP 2019 4 19 2 0 0.5
HKWP 2019 4 19 14 0 6
HKWP 2019 4 19 15 0 11
HKWP 2019 4 19 16 0 27.5
HKWP 2019 4 19 17 0 1.5
HKWP 2019 4 19 18 0 3.5
HKWP 2019 4 19 19 0 0.5
HKWP 2019 4 19 20 0 0.5
HKWP 2019 4 20 13 0 1
HKWP 2019 4 20 14 0 3.5
HKWP 2019 4 20 15 0 9
HKWP 2019 4 20 16 0 7.5
HKWP 2019 4 20 17 0 7
HKWP 2019 4 20 18 0 6
HKWP 2019 4 20 19 0 4.5
HKWP 2019 4 20 20 0 3.5
HKWP 2019 4 20 21 0 2.5
HKWP 2019 4 20 22 0 2
HKWP 2019 4 20 23 0 2
HKWP 2019 4 20 0 0 1
HKWP 2019 4 21 1 0 1
